,taxonomia,ordem,familia,subfamilia,genero,especie,nome_pt,nome_eng,url_wikiaves
935,Thamnophilus capistratus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,capistratus,choca-barrada-do-nordeste,Caatinga Antshrike,https://www.wikiaves.com.br/wiki/choca-barrada-do-nordeste
936,Thamnophilus ruficapillus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,ruficapillus,choca-de-chapéu-vermelho,Rufous-capped Antshrike,https://www.wikiaves.com.br/wiki/choca-de-chapeu-vermelho
937,Thamnophilus torquatus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,torquatus,choca-de-asa-vermelha,Rufous-winged Antshrike,https://www.wikiaves.com.br/wiki/choca-de-asa-vermelha
938,Thamnophilus palliatus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,palliatus,choca-listrada,Chestnut-backed Antshrike,https://www.wikiaves.com.br/wiki/choca-listrada
939,Thamnophilus schistaceus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,schistaceus,choca-de-olho-vermelho,Plain-winged Antshrike,https://www.wikiaves.com.br/wiki/choca-de-olho-vermelho
940,Thamnophilus murinus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,murinus,choca-murina,Mouse-colored Antshrike,https://www.wikiaves.com.br/wiki/choca-murina
941,Thamnophilus cryptoleucus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,cryptoleucus,choca-selada,Castelnau's Antshrike,https://www.wikiaves.com.br/wiki/choca-selada
942,Thamnophilus nigrocinereus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,nigrocinereus,choca-preta-e-cinza,Blackish-gray Antshrike,https://www.wikiaves.com.br/wiki/choca-preta-e-cinza
943,Thamnophilus punctatus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,punctatus,choca-bate-cabo,Northern Slaty-Antshrike,https://www.wikiaves.com.br/wiki/choca-bate-cabo
944,Thamnophilus stictocephalus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,stictocephalus,choca-de-natterer,Natterer's Slaty-Antshrike,https://www.wikiaves.com.br/wiki/choca-de-natterer
945,Thamnophilus sticturus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,sticturus,choca-da-bolívia,Bolivian Slaty-Antshrike,https://www.wikiaves.com.br/wiki/choca-da-bolivia
946,Thamnophilus pelzelni,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,pelzelni,choca-do-planalto,Planalto Slaty-Antshrike,https://www.wikiaves.com.br/wiki/choca-do-planalto
947,Thamnophilus ambiguus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,ambiguus,choca-de-sooretama,Sooretama Slaty-Antshrike,https://www.wikiaves.com.br/wiki/choca-de-sooretama
948,Thamnophilus caerulescens,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,caerulescens,choca-da-mata,Variable Antshrike,https://www.wikiaves.com.br/wiki/choca-da-mata
949,Thamnophilus aethiops,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,aethiops,choca-lisa,White-shouldered Antshrike,https://www.wikiaves.com.br/wiki/choca-lisa
950,Thamnophilus melanothorax,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,melanothorax,choca-de-cauda-pintada,Band-tailed Antshrike,https://www.wikiaves.com.br/wiki/choca-de-cauda-pintada
951,Thamnophilus amazonicus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,amazonicus,choca-canela,Amazonian Antshrike,https://www.wikiaves.com.br/wiki/choca-canela
952,Thamnophilus insignis,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,insignis,choca-de-roraima,Streak-backed Antshrike,https://www.wikiaves.com.br/wiki/choca-de-roraima
953,Thamnophilus divisorius,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,divisorius,choca-do-acre,Acre Antshrike,https://www.wikiaves.com.br/wiki/choca-do-acre
954,Cymbilaimus lineatus,Passeriformes,Thamnophilidae,Thamnophilinae,Cymbilaimus,lineatus,papa-formiga-barrado,Fasciated Antshrike,https://www.wikiaves.com.br/wiki/papa-formiga-barrado
955,Cymbilaimus sanctaemariae,Passeriformes,Thamnophilidae,Thamnophilinae,Cymbilaimus,sanctaemariae,choca-do-bambu,Bamboo Antshrike,https://www.wikiaves.com.br/wiki/choca-do-bambu
956,Taraba major,Passeriformes,Thamnophilidae,Thamnophilinae,Taraba,major,choró-boi,Great Antshrike,https://www.wikiaves.com.br/wiki/choro-boi
957,Hypoedaleus guttatus,Passeriformes,Thamnophilidae,Thamnophilinae,Hypoedaleus,guttatus,chocão-carijó,Spot-backed Antshrike,https://www.wikiaves.com.br/wiki/chocao-carijo
958,Batara cinerea,Passeriformes,Thamnophilidae,Thamnophilinae,Batara,cinerea,matracão,Giant Antshrike,https://www.wikiaves.com.br/wiki/matracao
959,Mackenziaena leachii,Passeriformes,Thamnophilidae,Thamnophilinae,Mackenziaena,leachii,borralhara-assobiadora,Large-tailed Antshrike,https://www.wikiaves.com.br/wiki/borralhara-assobiadora
960,Mackenziaena severa,Passeriformes,Thamnophilidae,Thamnophilinae,Mackenziaena,severa,borralhara,Tufted Antshrike,https://www.wikiaves.com.br/wiki/borralhara
961,Frederickena viridis,Passeriformes,Thamnophilidae,Thamnophilinae,Frederickena,viridis,borralhara-do-norte,Black-throated Antshrike,https://www.wikiaves.com.br/wiki/borralhara-do-norte
962,Frederickena unduliger,Passeriformes,Thamnophilidae,Thamnophilinae,Frederickena,unduliger,borralhara-ondulada,Undulated Antshrike,https://www.wikiaves.com.br/wiki/borralhara-ondulada
963,Radinopsyche sellowi,Passeriformes,Thamnophilidae,Thamnophilinae,Radinopsyche,sellowi,chorozinho-da-caatinga,Caatinga Antwren,https://www.wikiaves.com.br/wiki/chorozinho-da-caatinga
964,Biatas nigropectus,Passeriformes,Thamnophilidae,Thamnophilinae,Biatas,nigropectus,papo-branco,White-bearded Antshrike,https://www.wikiaves.com.br/wiki/papo-branco
965,Myrmoderus ferrugineus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoderus,ferrugineus,formigueiro-ferrugem,Ferruginous-backed Antbird,https://www.wikiaves.com.br/wiki/formigueiro-ferrugem
966,Myrmoderus ruficauda,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoderus,ruficauda,formigueiro-de-cauda-ruiva,Scalloped Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cauda-ruiva
967,Myrmoderus loricatus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoderus,loricatus,formigueiro-assobiador,White-bibbed Antbird,https://www.wikiaves.com.br/wiki/formigueiro-assobiador
968,Myrmoderus squamosus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoderus,squamosus,papa-formiga-de-grota,Squamate Antbird,https://www.wikiaves.com.br/wiki/papa-formiga-de-grota
969,Hypocnemoides maculicauda,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemoides,maculicauda,solta-asa,Band-tailed Antbird,https://www.wikiaves.com.br/wiki/solta-asa
970,Hypocnemoides melanopogon,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemoides,melanopogon,solta-asa-do-norte,Black-chinned Antbird,https://www.wikiaves.com.br/wiki/solta-asa-do-norte
971,Hylophylax naevius,Passeriformes,Thamnophilidae,Thamnophilinae,Hylophylax,naevius,guarda-floresta,Spot-backed Antbird,https://www.wikiaves.com.br/wiki/guarda-floresta
972,Hylophylax punctulatus,Passeriformes,Thamnophilidae,Thamnophilinae,Hylophylax,punctulatus,guarda-várzea,Dot-backed Antbird,https://www.wikiaves.com.br/wiki/guarda-varzea
973,Sclateria naevia,Passeriformes,Thamnophilidae,Thamnophilinae,Sclateria,naevia,papa-formiga-do-igarapé,Silvered Antbird,https://www.wikiaves.com.br/wiki/papa-formiga-do-igarape
974,Myrmelastes saturatus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,saturatus,formigueiro-de-roraima,Roraiman Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-roraima
975,Myrmelastes schistaceus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,schistaceus,formigueiro-cinza,Slate-colored Antbird,https://www.wikiaves.com.br/wiki/formigueiro-cinza
976,Myrmelastes hyperythrus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,hyperythrus,formigueiro-chumbo,Plumbeous Antbird,https://www.wikiaves.com.br/wiki/formigueiro-chumbo
977,Myrmelastes rufifacies,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,rufifacies,formigueiro-de-cara-ruiva,Rufous-faced Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cara-ruiva
978,Myrmelastes leucostigma,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,leucostigma,formigueiro-de-asa-pintada,Spot-winged Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-asa-pintada
979,Myrmelastes humaythae,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,humaythae,formigueiro-de-cauda-curta,Humaita Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cauda-curta
980,Myrmelastes caurensis,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,caurensis,formigueiro-do-caura,Caura Antbird,https://www.wikiaves.com.br/wiki/formigueiro-do-caura
981,Myrmeciza longipes,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmeciza,longipes,formigueiro-de-barriga-branca,White-bellied Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-barriga-branca
982,Myrmoborus melanurus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,melanurus,formigueiro-de-cauda-preta,Black-tailed Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cauda-preta
983,Myrmoborus lophotes,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,lophotes,formigueiro-do-bambu,White-lined Antbird,https://www.wikiaves.com.br/wiki/formigueiro-do-bambu
984,Myrmoborus myotherinus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,myotherinus,formigueiro-de-cara-preta,Black-faced Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cara-preta
985,Myrmoborus leucophrys,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,leucophrys,papa-formiga-de-sobrancelha,White-browed Antbird,https://www.wikiaves.com.br/wiki/papa-formiga-de-sobrancelha
986,Myrmoborus berlepschi,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,berlepschi,formigueiro-liso-do-solimões,Berlepsch's Antbird,https://www.wikiaves.com.br/wiki/formigueiro-liso-do-solimoes
987,Myrmoborus stictopterus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,stictopterus,formigueiro-liso-do-rio-negro,Rio Negro Ash-breasted Antbird,https://www.wikiaves.com.br/wiki/formigueiro-liso-do-rio-negro
988,Myrmoborus lugubris,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,lugubris,formigueiro-liso-do-pará,Ash-breasted Antbird,https://www.wikiaves.com.br/wiki/formigueiro-liso-do-para
989,Pyriglena maura,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,maura,papa-taoca-do-pantanal,Western Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-do-pantanal
990,Pyriglena similis,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,similis,papa-taoca-do-tapajós,Tapajós Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-do-tapajos
991,Pyriglena leuconota,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,leuconota,papa-taoca-de-belém,East Amazonian Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-de-belem
992,Pyriglena pernambucensis,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,pernambucensis,papa-taoca-de-pernambuco,Pernambuco Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-de-pernambuco
993,Pyriglena atra,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,atra,papa-taoca-da-bahia,Fringe-backed Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-da-bahia
994,Pyriglena leucoptera,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,leucoptera,papa-taoca-do-sul,White-shouldered Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-do-sul
995,Rhopornis ardesiacus,Passeriformes,Thamnophilidae,Thamnophilinae,Rhopornis,ardesiacus,gravatazeiro,Slender Antbird,https://www.wikiaves.com.br/wiki/gravatazeiro
996,Percnostola rufifrons,Passeriformes,Thamnophilidae,Thamnophilinae,Percnostola,rufifrons,formigueiro-de-cabeça-preta,Black-headed Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cabeca-preta
997,Percnostola subcristata,Passeriformes,Thamnophilidae,Thamnophilinae,Percnostola,subcristata,formigueiro-de-hellmayr,Hellmayr's Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-hellmayr
998,Percnostola minor,Passeriformes,Thamnophilidae,Thamnophilinae,Percnostola,minor,formigueiro-de-pelzeln,Amazonas Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-pelzeln
999,Akletos melanoceps,Passeriformes,Thamnophilidae,Thamnophilinae,Akletos,melanoceps,formigueiro-grande,White-shouldered Antbird,https://www.wikiaves.com.br/wiki/formigueiro-grande
1000,Akletos goeldii,Passeriformes,Thamnophilidae,Thamnophilinae,Akletos,goeldii,formigueiro-de-goeldi,Goeldi's Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-goeldi
1001,Hafferia fortis,Passeriformes,Thamnophilidae,Thamnophilinae,Hafferia,fortis,formigueiro-de-taoca,Sooty Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-taoca
1002,Sciaphylax hemimelaena,Passeriformes,Thamnophilidae,Thamnophilinae,Sciaphylax,hemimelaena,formigueiro-de-cauda-castanha,Chestnut-tailed Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cauda-castanha
1003,Sciaphylax pallens,Passeriformes,Thamnophilidae,Thamnophilinae,Sciaphylax,pallens,formigueiro-de-cauda-baia,Eastern White-bellied Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cauda-baia
1004,Cercomacra manu,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,manu,chororó-de-manu,Manu Antbird,https://www.wikiaves.com.br/wiki/chororo-de-manu
1005,Cercomacra brasiliana,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,brasiliana,chororó-cinzento,Rio de Janeiro Antbird,https://www.wikiaves.com.br/wiki/chororo-cinzento
1006,Cercomacra cinerascens,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,cinerascens,chororó-pocuá,Gray Antbird,https://www.wikiaves.com.br/wiki/chororo-pocua
1007,Cercomacra melanaria,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,melanaria,chororó-do-pantanal,Mato Grosso Antbird,https://www.wikiaves.com.br/wiki/chororo-do-pantanal
1008,Cercomacra ferdinandi,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,ferdinandi,chororó-de-goiás,Bananal Antbird,https://www.wikiaves.com.br/wiki/chororo-de-goias
1009,Cercomacra carbonaria,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,carbonaria,chororó-do-rio-branco,Rio Branco Antbird,https://www.wikiaves.com.br/wiki/chororo-do-rio-branco
1010,Cercomacroides nigrescens,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacroides,nigrescens,chororó-negro,Blackish Antbird,https://www.wikiaves.com.br/wiki/chororo-negro
1011,Cercomacroides fuscicauda,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacroides,fuscicauda,chororó-negro-do-acre,Riparian Antbird,https://www.wikiaves.com.br/wiki/chororo-negro-do-acre
1012,Cercomacroides laeta,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacroides,laeta,chororó-didi,Willis's Antbird,https://www.wikiaves.com.br/wiki/chororo-didi
1013,Cercomacroides tyrannina,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacroides,tyrannina,chororó-escuro,Dusky Antbird,https://www.wikiaves.com.br/wiki/chororo-escuro
1014,Cercomacroides serva,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacroides,serva,chororó-preto,Black Antbird,https://www.wikiaves.com.br/wiki/chororo-preto
1015,Drymophila ferruginea,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,ferruginea,dituí,Ferruginous Antbird,https://www.wikiaves.com.br/wiki/ditui
1016,Drymophila rubricollis,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,rubricollis,choquinha-dublê,Bertoni's Antbird,https://www.wikiaves.com.br/wiki/choquinha-duble
1017,Drymophila genei,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,genei,choquinha-da-serra,Rufous-tailed Antbird,https://www.wikiaves.com.br/wiki/choquinha-da-serra
1018,Drymophila ochropyga,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,ochropyga,choquinha-de-dorso-vermelho,Ochre-rumped Antbird,https://www.wikiaves.com.br/wiki/choquinha-de-dorso-vermelho
1019,Drymophila malura,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,malura,choquinha-carijó,Dusky-tailed Antbird,https://www.wikiaves.com.br/wiki/choquinha-carijo
1020,Drymophila squamata,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,squamata,pintadinho,Scaled Antbird,https://www.wikiaves.com.br/wiki/pintadinho
1021,Drymophila devillei,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,devillei,choquinha-listrada,Striated Antbird,https://www.wikiaves.com.br/wiki/choquinha-listrada
1022,Hypocnemis hypoxantha,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,hypoxantha,cantador-amarelo,Yellow-browed Antbird,https://www.wikiaves.com.br/wiki/cantador-amarelo
1023,Hypocnemis subflava,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,subflava,cantador-galego,Yellow-breasted Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-galego
1024,Hypocnemis cantator,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,cantator,cantador-da-guiana,Guianan Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-da-guiana
1025,Hypocnemis flavescens,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,flavescens,cantador-sulfúreo,Imeri Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-sulfureo
1026,Hypocnemis peruviana,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,peruviana,cantador-sinaleiro,Peruvian Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-sinaleiro
1027,Hypocnemis ochrogyna,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,ochrogyna,cantador-ocráceo,Rondonia Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-ocraceo
1028,Hypocnemis rondoni,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,rondoni,cantador-de-rondon,Manicore Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-de-rondon
1029,Hypocnemis striata,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,striata,cantador-estriado,Spix's Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-estriado
1030,Pithys albifrons,Passeriformes,Thamnophilidae,Thamnophilinae,Pithys,albifrons,papa-formiga-de-topete,White-plumed Antbird,https://www.wikiaves.com.br/wiki/papa-formiga-de-topete
1031,Willisornis poecilinotus,Passeriformes,Thamnophilidae,Thamnophilinae,Willisornis,poecilinotus,rendadinho,Common Scale-backed Antbird,https://www.wikiaves.com.br/wiki/rendadinho
1032,Willisornis vidua,Passeriformes,Thamnophilidae,Thamnophilinae,Willisornis,vidua,rendadinho-do-xingu,Xingu Scale-backed Antbird,https://www.wikiaves.com.br/wiki/rendadinho-do-xingu
1033,Phlegopsis nigromaculata,Passeriformes,Thamnophilidae,Thamnophilinae,Phlegopsis,nigromaculata,mãe-de-taoca,Black-spotted Bare-eye,https://www.wikiaves.com.br/wiki/mae-de-taoca
1034,Phlegopsis borbae,Passeriformes,Thamnophilidae,Thamnophilinae,Phlegopsis,borbae,mãe-de-taoca-dourada,Pale-faced Bare-eye,https://www.wikiaves.com.br/wiki/mae-de-taoca-dourada
1035,Phlegopsis erythroptera,Passeriformes,Thamnophilidae,Thamnophilinae,Phlegopsis,erythroptera,mãe-de-taoca-avermelhada,Reddish-winged Bare-eye,https://www.wikiaves.com.br/wiki/mae-de-taoca-avermelhada
1036,Gymnopithys leucaspis,Passeriformes,Thamnophilidae,Thamnophilinae,Gymnopithys,leucaspis,mãe-de-taoca-bochechuda,White-cheeked Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-bochechuda
1037,Gymnopithys rufigula,Passeriformes,Thamnophilidae,Thamnophilinae,Gymnopithys,rufigula,mãe-de-taoca-de-garganta-vermelha,Rufous-throated Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-de-garganta-vermelha
1038,Oneillornis salvini,Passeriformes,Thamnophilidae,Thamnophilinae,Oneillornis,salvini,mãe-de-taoca-de-cauda-barrada,White-throated Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-de-cauda-barrada
1039,Rhegmatorhina gymnops,Passeriformes,Thamnophilidae,Thamnophilinae,Rhegmatorhina,gymnops,mãe-de-taoca-de-cara-branca,Bare-eyed Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-de-cara-branca
1040,Rhegmatorhina berlepschi,Passeriformes,Thamnophilidae,Thamnophilinae,Rhegmatorhina,berlepschi,mãe-de-taoca-arlequim,Harlequin Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-arlequim
1041,Rhegmatorhina hoffmannsi,Passeriformes,Thamnophilidae,Thamnophilinae,Rhegmatorhina,hoffmannsi,mãe-de-taoca-papuda,White-breasted Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-papuda
1042,Rhegmatorhina cristata,Passeriformes,Thamnophilidae,Thamnophilinae,Rhegmatorhina,cristata,mãe-de-taoca-cristada,Chestnut-crested Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-cristada
1043,Rhegmatorhina melanosticta,Passeriformes,Thamnophilidae,Thamnophilinae,Rhegmatorhina,melanosticta,mãe-de-taoca-cabeçuda,Hairy-crested Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-cabecuda
1044,Melanopareia bitorquata,Passeriformes,Melanopareiidae,,Melanopareia,bitorquata,meia-lua-de-coleira-dupla,Double-collared Crescentchest,https://www.wikiaves.com.br/wiki/meia-lua-de-coleira-dupla
1045,Melanopareia torquata,Passeriformes,Melanopareiidae,,Melanopareia,torquata,meia-lua-do-cerrado,Collared Crescentchest,https://www.wikiaves.com.br/wiki/meia-lua-do-cerrado
1046,Conopophaga melanogaster,Passeriformes,Conopophagidae,,Conopophaga,melanogaster,chupa-dente-grande,Black-bellied Gnateater,https://www.wikiaves.com.br/wiki/chupa-dente-grande
1047,Conopophaga melanops,Passeriformes,Conopophagidae,,Conopophaga,melanops,cuspidor-de-máscara-preta,Black-cheeked Gnateater,https://www.wikiaves.com.br/wiki/cuspidor-de-mascara-preta
1048,Conopophaga aurita,Passeriformes,Conopophagidae,,Conopophaga,aurita,chupa-dente-de-cinta,Chestnut-belted Gnateater,https://www.wikiaves.com.br/wiki/chupa-dente-de-cinta
1049,Conopophaga peruviana,Passeriformes,Conopophagidae,,Conopophaga,peruviana,chupa-dente-do-peru,Ash-throated Gnateater,https://www.wikiaves.com.br/wiki/chupa-dente-do-peru
1050,Conopophaga cearae,Passeriformes,Conopophagidae,,Conopophaga,cearae,chupa-dente-do-nordeste,Ceara Gnateater,https://www.wikiaves.com.br/wiki/chupa-dente-do-nordeste
