"font-blue-soft href","d-block","font-blue-soft","font-blue","font-blue href","font-blue 2","font-blue href 2"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/ema","ema","Rhea americana","22","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10001","6207","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10001"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/azulona","azulona","Tinamus tao","38","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10002","145","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10002"
"https://www.wikiaves.com.br/wiki/macuco","macuco","Tinamus solitarius","248","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10003","1789","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10003"
"https://www.wikiaves.com.br/wiki/inhambu-serra","inhambu-serra","Tinamus major","31","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10004","159","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10004"
"https://www.wikiaves.com.br/wiki/inhambu-galinha","inhambu-galinha","Tinamus guttatus","35","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10005","61","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10005"
"https://www.wikiaves.com.br/wiki/inhambu-pixuna","inhambu-pixuna","Crypturellus cinereus","303","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10006","130","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10006"
"https://www.wikiaves.com.br/wiki/tururim","tururim","Crypturellus soui","374","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10007","339","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10007"
"https://www.wikiaves.com.br/wiki/inhambuguacu","inhambuguaçu","Crypturellus obsoletus","1030","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10008","2032","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10008"
"https://www.wikiaves.com.br/wiki/jao","jaó","Crypturellus undulatus","544","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10009","1318","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10009"
"https://www.wikiaves.com.br/wiki/inhambu-relogio","inhambu-relógio","Crypturellus strigulosus","108","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10010","96","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10010"
"https://www.wikiaves.com.br/wiki/inhambu-de-pe-cinza","inhambu-de-pé-cinza","Crypturellus duidae","13","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10011","5","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10011"
"https://www.wikiaves.com.br/wiki/inhambu-de-perna-vermelha","inhambu-de-perna-vermelha","Crypturellus erythropus","16","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10012","13","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10012"
"https://www.wikiaves.com.br/wiki/zabele","zabelê","Crypturellus zabele","113","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=12002","58","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12002"
"https://www.wikiaves.com.br/wiki/jao-do-sul","jaó-do-sul","Crypturellus noctivagus","185","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10013","535","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10013"
"https://www.wikiaves.com.br/wiki/inhambu-de-coroa-preta","inhambu-de-coroa-preta","Crypturellus atrocapillus","19","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10014","13","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10014"
"https://www.wikiaves.com.br/wiki/inhambu-anhanga","inhambu-anhangá","Crypturellus variegatus","93","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10015","95","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10015"
"https://www.wikiaves.com.br/wiki/inhambu-carijo","inhambu-carijó","Crypturellus brevirostris","2","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10016","3","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10016"
"https://www.wikiaves.com.br/wiki/inhambu-anhangai","inhambu-anhangaí","Crypturellus bartletti","9","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10017","2","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10017"
"https://www.wikiaves.com.br/wiki/inhambu-chororo","inhambu-chororó","Crypturellus parvirostris","792","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10018","2800","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10018"
"https://www.wikiaves.com.br/wiki/inhambu-chinta","inhambu-chintã","Crypturellus tataupa","827","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10019","1655","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10019"
"https://www.wikiaves.com.br/wiki/perdiz","perdiz","Rhynchotus rufescens","490","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10020","2131","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10020"
"https://www.wikiaves.com.br/wiki/codorna-do-nordeste","codorna-do-nordeste","Nothura boraquira","175","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10021","1418","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10021"
"https://www.wikiaves.com.br/wiki/codorna-mineira","codorna-mineira","Nothura minor","28","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10022","25","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10022"
"https://www.wikiaves.com.br/wiki/codorna-amarela","codorna-amarela","Nothura maculosa","372","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10023","4424","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10023"
"https://www.wikiaves.com.br/wiki/codorna-carape","codorna-carapé","Taoniscus nanus","30","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10024","12","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10024"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/anhuma","anhuma","Anhima cornuta","245","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10025","5225","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10025"
"https://www.wikiaves.com.br/wiki/tacha","tachã","Chauna torquata","173","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10026","5517","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10026"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/marreca-caneleira","marreca-caneleira","Dendrocygna bicolor","89","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10027","3872","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10027"
"https://www.wikiaves.com.br/wiki/irere","irerê","Dendrocygna viduata","371","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10028","14656","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10028"
"https://www.wikiaves.com.br/wiki/marreca-cabocla","marreca-cabocla","Dendrocygna autumnalis","276","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10029","10022","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10029"
"https://www.wikiaves.com.br/wiki/cisne-de-pescoco-preto","cisne-de-pescoço-preto","Cygnus melancoryphus","10","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10030","1619","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10030"
"https://www.wikiaves.com.br/wiki/capororoca","capororoca","Coscoroba coscoroba","50","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10031","2880","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10031"
"https://www.wikiaves.com.br/wiki/pato-corredor","pato-corredor","Neochen jubata","28","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10032","912","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10032"
"https://www.wikiaves.com.br/wiki/ganso-de-magalhaes","ganso-de-magalhães","Chloephaga picta","4","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=11890","344","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=11890"
"https://www.wikiaves.com.br/wiki/pato-do-mato","pato-do-mato","Cairina moschata","63","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10033","10707","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10033"
"https://www.wikiaves.com.br/wiki/pato-de-crista","pato-de-crista","Sarkidiornis sylvicola","11","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10034","2129","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10034"
"https://www.wikiaves.com.br/wiki/marreca-de-coleira","marreca-de-coleira","Callonetta leucophrys","12","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10035","2679","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10035"
"https://www.wikiaves.com.br/wiki/marreca-ananai","marreca-ananaí","Amazonetta brasiliensis","273","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10036","20631","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10036"
"https://www.wikiaves.com.br/wiki/marreca-cricri","marreca-cricri","Spatula versicolor","25","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10042","4293","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10042"
"https://www.wikiaves.com.br/wiki/marreca-colhereira","marreca-colhereira","Spatula platalea","4","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10045","987","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10045"
"https://www.wikiaves.com.br/wiki/marreca-de-asa-azul","marreca-de-asa-azul","Spatula discors","3","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10043","195","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10043"
"https://www.wikiaves.com.br/wiki/marreca-colorada","marreca-colorada","Spatula cyanoptera","2","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10044","276","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10044"
"https://www.wikiaves.com.br/wiki/marreca-oveira","marreca-oveira","Mareca sibilatrix","7","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10037","457","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10037"
"https://www.wikiaves.com.br/wiki/marreca-toicinho","marreca-toicinho","Anas bahamensis","41","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10041","5615","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10041"
"https://www.wikiaves.com.br/wiki/arrabio","arrabio","Anas acuta","1","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10039","151","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10039"
"https://www.wikiaves.com.br/wiki/marreca-parda","marreca-parda","Anas georgica","31","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10040","2687","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10040"
"https://www.wikiaves.com.br/wiki/marreca-pardinha","marreca-pardinha","Anas flavirostris","48","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10038","3109","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10038"
"https://www.wikiaves.com.br/wiki/paturi-preta","paturi-preta","Netta erythrophthalma","11","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10046","1752","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10046"
"https://www.wikiaves.com.br/wiki/marrecao","marrecão","Netta peposaca","17","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10047","2186","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10047"
"https://www.wikiaves.com.br/wiki/pato-mergulhao","pato-mergulhão","Mergus octosetaceus","20","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10048","849","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10048"
"https://www.wikiaves.com.br/wiki/marreca-de-cabeca-preta","marreca-de-cabeça-preta","Heteronetta atricapilla","2","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10049","298","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10049"
"https://www.wikiaves.com.br/wiki/marreca-caucau","marreca-caucau","Nomonyx dominicus","46","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10050","4154","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10050"
"https://www.wikiaves.com.br/wiki/marreca-rabo-de-espinho","marreca-rabo-de-espinho","Oxyura vittata","2","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10051","415","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10051"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/jacumirim","jacumirim","Penelope marail","12","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10056","297","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10056"
"https://www.wikiaves.com.br/wiki/jacupemba","jacupemba","Penelope superciliaris","188","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10057","4510","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10057"
"https://www.wikiaves.com.br/wiki/jacu-de-spix","jacu-de-spix","Penelope jacquacu","41","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10058","655","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10058"
"https://www.wikiaves.com.br/wiki/jacuguacu","jacuguaçu","Penelope obscura","611","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10059","15058","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10059"
"https://www.wikiaves.com.br/wiki/jacupiranga","jacupiranga","Penelope pileata","29","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10060","616","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10060"
"https://www.wikiaves.com.br/wiki/jacu-de-barriga-castanha","jacu-de-barriga-castanha","Penelope ochrogaster","27","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10061","978","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10061"
"https://www.wikiaves.com.br/wiki/jacucaca","jacucaca","Penelope jacucaca","47","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10062","640","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10062"
"https://www.wikiaves.com.br/wiki/jacutinga-de-garganta-azul","jacutinga-de-garganta-azul","Aburria cumanensis","14","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10063","1382","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10063"
"https://www.wikiaves.com.br/wiki/cujubi","cujubi","Aburria cujubi","22","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10064","1339","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10064"
"https://www.wikiaves.com.br/wiki/jacutinga","jacutinga","Aburria jacutinga","40","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10065","1950","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10065"
"https://www.wikiaves.com.br/wiki/aracua-do-pantanal","aracuã-do-pantanal","Ortalis canicollis","108","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10052","2527","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10052"
"https://www.wikiaves.com.br/wiki/aracua-pintado","aracuã-pintado","Ortalis guttata","87","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10053","803","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10053"
"https://www.wikiaves.com.br/wiki/aracua-guarda-faca","aracuã-guarda-faca","Ortalis remota","60","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=12003","435","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12003"
"https://www.wikiaves.com.br/wiki/aracua-de-barriga-branca","aracuã-de-barriga-branca","Ortalis araucuan","156","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=11891","2153","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=11891"
"https://www.wikiaves.com.br/wiki/aracua-escamoso","aracuã-escamoso","Ortalis squamata","194","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=11892","4084","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=11892"
"https://www.wikiaves.com.br/wiki/aracua-pequeno","aracuã-pequeno","Ortalis motmot","90","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10054","716","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10054"
"https://www.wikiaves.com.br/wiki/aracuazinho","aracuãzinho","Ortalis ruficeps","14","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=12004","239","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12004"
"https://www.wikiaves.com.br/wiki/aracua-de-sobrancelhas","aracuã-de-sobrancelhas","Ortalis superciliaris","46","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10055","398","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10055"
"https://www.wikiaves.com.br/wiki/urumutum","urumutum","Nothocrax urumutum","9","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10066","27","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10066"
"https://www.wikiaves.com.br/wiki/mutum-poranga","mutum-poranga","Crax alector","24","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10070","402","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10070"
"https://www.wikiaves.com.br/wiki/mutum-de-fava","mutum-de-fava","Crax globulosa","1","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10071","20","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10071"
"https://www.wikiaves.com.br/wiki/mutum-de-penacho","mutum-de-penacho","Crax fasciolata","173","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10072","5089","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10072"
"https://www.wikiaves.com.br/wiki/mutum-de-bico-vermelho","mutum-de-bico-vermelho","Crax blumenbachii","39","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10073","772","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10073"
"https://www.wikiaves.com.br/wiki/mutum-do-norte","mutum-do-norte","Pauxi tomentosa","14","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10067","120","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10067"
"https://www.wikiaves.com.br/wiki/mutum-cavalo","mutum-cavalo","Pauxi tuberosa","26","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10068","606","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10068"
"https://www.wikiaves.com.br/wiki/mutum-do-nordeste","mutum-do-nordeste","Pauxi mitu","2","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10069","",""
"","","","","","",""
"https://www.wikiaves.com.br/wiki/uru-do-campo","uru-do-campo","Colinus cristatus","24","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10074","354","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10074"
"https://www.wikiaves.com.br/wiki/uru-corcovado","uru-corcovado","Odontophorus gujanensis","70","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10075","114","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10075"
"https://www.wikiaves.com.br/wiki/uru","uru","Odontophorus capueira","412","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10076","1917","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10076"
"https://www.wikiaves.com.br/wiki/uru-de-topete","uru-de-topete","Odontophorus stellatus","30","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10077","24","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10077"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/flamingo-chileno","flamingo-chileno","Phoenicopterus chilensis","7","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10185","2547","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10185"
"https://www.wikiaves.com.br/wiki/flamingo","flamingo","Phoenicopterus ruber","5","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10184","138","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10184"
"https://www.wikiaves.com.br/wiki/flamingo-dos-andes","flamingo-dos-andes","Phoenicoparrus andinus","7","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10186","915","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10186"
"https://www.wikiaves.com.br/wiki/flamingo-da-puna","flamingo-da-puna","Phoenicoparrus jamesi","1","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10187","334","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10187"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/mergulhao-de-orelha-branca","mergulhão-de-orelha-branca","Rollandia rolland","9","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10078","1708","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10078"
"https://www.wikiaves.com.br/wiki/mergulhao-pequeno","mergulhão-pequeno","Tachybaptus dominicus","258","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10079","7914","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10079"
"https://www.wikiaves.com.br/wiki/mergulhao-cacador","mergulhão-caçador","Podilymbus podiceps","169","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10080","8608","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10080"
"https://www.wikiaves.com.br/wiki/mergulhao-grande","mergulhão-grande","Podicephorus major","41","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10081","2307","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10081"
"https://www.wikiaves.com.br/wiki/mergulhao-de-orelha-amarela","mergulhão-de-orelha-amarela","Podiceps occipitalis","1","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10082","289","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10082"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/pombo-domestico","pombo-doméstico","Columba livia","153","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10393","8522","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10393"
"https://www.wikiaves.com.br/wiki/pomba-trocal","pomba-trocal","Patagioenas speciosa","143","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10394","1987","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10394"
"https://www.wikiaves.com.br/wiki/pomba-asa-branca","pomba-asa-branca","Patagioenas picazuro","652","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10395","20110","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10395"
"https://www.wikiaves.com.br/wiki/pomba-do-orvalho","pomba-do-orvalho","Patagioenas maculosa","49","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10396","1532","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10396"
"https://www.wikiaves.com.br/wiki/pomba-de-coleira","pomba-de-coleira","Patagioenas fasciata","3","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10397","78","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10397"
"https://www.wikiaves.com.br/wiki/pomba-galega","pomba-galega","Patagioenas cayennensis","317","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10398","6761","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10398"
"https://www.wikiaves.com.br/wiki/pomba-amargosa","pomba-amargosa","Patagioenas plumbea","624","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10399","2692","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10399"
"https://www.wikiaves.com.br/wiki/pomba-botafogo","pomba-botafogo","Patagioenas subvinacea","176","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10400","972","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10400"
"https://www.wikiaves.com.br/wiki/pariri","pariri","Geotrygon montana","243","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10406","2129","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10406"
"https://www.wikiaves.com.br/wiki/juriti-vermelha","juriti-vermelha","Geotrygon violacea","28","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10405","119","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10405"
"https://www.wikiaves.com.br/wiki/juriti-pupu","juriti-pupu","Leptotila verreauxi","1033","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10402","10301","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10402"
"https://www.wikiaves.com.br/wiki/juriti-de-testa-branca","juriti-de-testa-branca","Leptotila rufaxilla","548","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10403","3144","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10403"
"https://www.wikiaves.com.br/wiki/avoante","avoante","Zenaida auriculata","269","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10401","20585","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10401"
"https://www.wikiaves.com.br/wiki/pararu-azul","pararu-azul","Claravis pretiosa","282","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10390","1803","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10390"
"https://www.wikiaves.com.br/wiki/rolinha-vaqueira","rolinha-vaqueira","Uropelia campestris","38","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10392","1240","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10392"
"https://www.wikiaves.com.br/wiki/rolinha-cinzenta","rolinha-cinzenta","Columbina passerina","42","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10384","2293","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10384"
"https://www.wikiaves.com.br/wiki/rolinha-de-asa-canela","rolinha-de-asa-canela","Columbina minuta","101","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10385","2375","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10385"
"https://www.wikiaves.com.br/wiki/rolinha-roxa","rolinha-roxa","Columbina talpacoti","480","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10386","22152","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10386"
"https://www.wikiaves.com.br/wiki/rolinha-fogo-apagou","rolinha-fogo-apagou","Columbina squammata","783","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10387","13428","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10387"
"https://www.wikiaves.com.br/wiki/rolinha-picui","rolinha-picuí","Columbina picui","265","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10388","9591","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10388"
"https://www.wikiaves.com.br/wiki/rolinha-do-planalto","rolinha-do-planalto","Columbina cyanopis","73","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10389","596","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10389"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/anu-branco","anu-branco","Guira guira","766","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10504","21508","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10504"
"https://www.wikiaves.com.br/wiki/anu-coroca","anu-coroca","Crotophaga major","336","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10502","5402","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10502"
"https://www.wikiaves.com.br/wiki/anu-preto","anu-preto","Crotophaga ani","640","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10503","19274","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10503"
"https://www.wikiaves.com.br/wiki/saci","saci","Tapera naevia","1645","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10505","6953","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10505"
"","","","","","",""
